surface,item_type,id,title,original_source_meaning,base_meaning_rewrite,observable_tendency,where_it_helps,where_it_can_become_difficult,closing_reflection,voice_notes,source_file
You,insights/natal-aspects,saturn-square-uranus,Natal Saturn Square Uranus,"displayTitle: Structured Or Uncontainable summary: You may feel pulled between stability and disruption. Part of you builds the wall; part of you needs a door. body: Saturn square Uranus describes tension between order and freedom, continuity and change. You may resist being trapped by systems while also needing structure to feel competent and secure. This can create periodic breakpoints: holding too tightly until something snaps, or changing too abruptly because the old form became unbearable. The gift is reform. The growth is learning how to update structures before they have to be broken. gift: Reform, innovation, resilience, and the ability to build structures that can adapt. shadow: Rigidity followed by rupture, fear of change, rebellion without a plan, and distrust of both authority and instability. integration: Design freedom into the system. The best structure is not a cage; it is a form that can flex without collapsing. do[0]: Make one practical update before pressure peaks do[1]: Question rules without discarding every container do[2]: Build routines with intentional flexibility dont[0]: Wait until you have to explode dont[1]: Call every structure oppression dont[2]: Use control to avoid uncertainty voiceNeutral: true","This aspect creates a friction between structure, limits, responsibility, time, and consequence and change, disruption, freedom, and originality.","Structure, limits, responsibility, time, and consequence and change, disruption, freedom, and originality may meet through friction, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Forcing a decision just to end the discomfort.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/saturn-square-uranus.json
You,insights/natal-aspects,saturn-trine-neptune,Natal Saturn Trine Neptune,"displayTitle: Steady Through Inspired summary: Discipline and limits flow with imagination and longing. This fluid pattern asks you to use maturity and compassion with awareness. body: Discipline and limits flow with imagination and longing. This fluid pattern asks you to use maturity and compassion with awareness. Dreams worked patiently into something real. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through discipline and limits, imagination and longing, and the choices you make when fear or confusion starts running the room. gift: The gift is maturity, compassion, and a more conscious way to work with discipline and limits and imagination and longing. shadow: The shadow is fear, confusion, and repeating the same pattern without noticing what it is trying to teach. integration: Let discipline and limits and imagination and longing cooperate without making either one carry the whole story. Disciplined vision realized over time; the task is managing fear. do[0]: Name how discipline and limits and imagination and longing are both involved do[1]: Use the easy opening deliberately do[2]: Turn maturity and compassion into one concrete choice dont[0]: Let fear make the decision dont[1]: Take the talent for granted dont[2]: Ignore the needs of discipline and limits or imagination and longing voiceNeutral: true","This aspect creates a flow between structure, limits, responsibility, time, and consequence and imagination, longing, vision, sensitivity, and uncertainty.","Structure, limits, responsibility, time, and consequence and imagination, longing, vision, sensitivity, and uncertainty may meet through flow, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Letting the ease pass unused because nothing feels urgent.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/saturn-trine-neptune.json
You,insights/natal-aspects,saturn-trine-pluto,Natal Saturn Trine Pluto,"displayTitle: Enduring Or Unyielding summary: You can handle pressure with unusual composure. When you commit, you may become difficult to move. body: Saturn trine Pluto describes structural power: discipline, persistence, and the ability to work with difficult realities over time. You may understand that real change requires patience, strategy, and contact with what most people avoid. This aspect can support leadership, repair, research, crisis work, and long-term building. The shadow is rigidity: becoming so committed to control, efficiency, or survival that softness feels irrelevant. The gift is lasting transformation. The growth is letting power include flexibility. gift: Endurance, strategy, crisis competence, and the ability to rebuild from the foundation up. shadow: Rigidity, emotional austerity, control habits, and trusting pressure more than ease. integration: Use discipline to create freedom, not only containment. Strong structures should protect life, not replace it. do[0]: Commit to the long repair do[1]: Use strategy before force do[2]: Let trusted people help carry weight dont[0]: Make survival your only measure of success dont[1]: Hold control after the crisis has passed dont[2]: Dismiss softness as inefficiency voiceNeutral: true","This aspect creates a flow between structure, limits, responsibility, time, and consequence and depth, power, pressure, release, and transformation.","Structure, limits, responsibility, time, and consequence and depth, power, pressure, release, and transformation may meet through flow, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Letting the ease pass unused because nothing feels urgent.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/saturn-trine-pluto.json
You,insights/natal-aspects,saturn-trine-uranus,Natal Saturn Trine Uranus,"displayTitle: Steady Through Original summary: Discipline and limits flow with freedom and disruption. This fluid pattern asks you to use maturity and originality with awareness. body: Discipline and limits flow with freedom and disruption. This fluid pattern asks you to use maturity and originality with awareness. You naturally do the new thing in a disciplined way, and the old thing with a fresh twist. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through discipline and limits, freedom and disruption, and the choices you make when fear or instability starts running the room. gift: The gift is maturity, originality, and a more conscious way to work with discipline and limits and freedom and disruption. shadow: The shadow is fear, instability, and repeating the same pattern without noticing what it is trying to teach. integration: Let discipline and limits and freedom and disruption cooperate without making either one carry the whole story. Innovation inside structure works; an either-or stance stalls. do[0]: Name how discipline and limits and freedom and disruption are both involved do[1]: Use the easy opening deliberately do[2]: Turn maturity and originality into one concrete choice dont[0]: Let fear make the decision dont[1]: Take the talent for granted dont[2]: Ignore the needs of discipline and limits or freedom and disruption voiceNeutral: true","This aspect creates a flow between structure, limits, responsibility, time, and consequence and change, disruption, freedom, and originality.","Structure, limits, responsibility, time, and consequence and change, disruption, freedom, and originality may meet through flow, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Letting the ease pass unused because nothing feels urgent.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/saturn-trine-uranus.json
You,insights/natal-aspects,sun-conjunction-jupiter,Natal Sun Conjunction Jupiter,"displayTitle: Expansive Or Excessive summary: Your identity wants room. Growth, belief, appetite, and confidence are part of how you meet life. body: Sun conjunction Jupiter describes a generous, future-facing sense of self. You may be drawn toward big meaning, wide experience, learning, travel, teaching, or leadership. Confidence can come naturally when you believe in the direction, and people may experience you as encouraging or larger than the immediate situation. The shadow is overpromising, assuming things will work out, or mistaking size for truth. The gift is growth with heart. The work is giving your optimism enough discipline to become real. gift: Confidence, generosity, vision, faith, and the ability to help people see a wider possibility. shadow: Excess, entitlement, overreach, and skipping details because the larger story feels exciting. integration: Let hope become practice. Your best opportunities grow when enthusiasm is paired with follow-through. do[0]: Choose the bigger path and define the next step do[1]: Share encouragement responsibly do[2]: Check details before expanding dont[0]: Promise from excitement alone dont[1]: Confuse confidence with accuracy dont[2]: Use optimism to avoid repair voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and growth, belief, opportunity, and expansion.","Attention, vitality, visibility, and confidence and growth, belief, opportunity, and expansion may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-jupiter.json
You,insights/natal-aspects,sun-conjunction-mars,Natal Sun Conjunction Mars,"displayTitle: Visible And Driven summary: Identity merge drive and anger. This concentrated pattern asks you to use confidence and courage with awareness. body: Identity merge drive and anger. This concentrated pattern asks you to use confidence and courage with awareness. Identity meets drive and aggression. Energy, assertion, and the will to act become central to the sense of self. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, drive and anger, and the choices you make when ego defense or reactivity starts running the room. gift: The gift is confidence, courage, and a more conscious way to work with identity and drive and anger. shadow: The shadow is ego defense, reactivity, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and drive and anger cooperate without making either one carry the whole story. Initiative and drive; the cost is friction with authority and a tendency to force things. do[0]: Name how identity and drive and anger are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and courage into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or drive and anger voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and action, heat, courage, friction, and desire.","Attention, vitality, visibility, and confidence and action, heat, courage, friction, and desire may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-mars.json
You,insights/natal-aspects,sun-conjunction-mercury,Natal Sun Conjunction Mercury,"displayTitle: Visible And Perceptive summary: Identity merge thinking and speech. This concentrated pattern asks you to use confidence and clear thinking with awareness. body: Identity merge thinking and speech. This concentrated pattern asks you to use confidence and clear thinking with awareness. Identity fused with mind and communication. Self-expression runs through ideas and speech. Only the conjunction is possible, since Mercury never travels far from the Sun. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, thinking and speech, and the choices you make when ego defense or mental noise starts running the room. gift: The gift is confidence, clear thinking, and a more conscious way to work with identity and thinking and speech. shadow: The shadow is ego defense, mental noise, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and thinking and speech cooperate without making either one carry the whole story. Strong for pitching, writing, and putting your own thinking forward in your own voice. do[0]: Name how identity and thinking and speech are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and clear thinking into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or thinking and speech voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and language, information, decisions, and nervous energy.","Attention, vitality, visibility, and confidence and language, information, decisions, and nervous energy may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-mercury.json
You,insights/natal-aspects,sun-conjunction-moon,Natal Sun Conjunction Moon,"displayTitle: Visible And Sensitive summary: Identity merge emotional needs. This concentrated pattern asks you to use confidence and emotional intelligence with awareness. body: Identity merge emotional needs. This concentrated pattern asks you to use confidence and emotional intelligence with awareness. Identity and emotion, the outer self and the inner life. How who you present yourself to be lines up (or doesn't) with what you actually feel and need. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, emotional needs, and the choices you make when ego defense or mood-driven reaction starts running the room. gift: The gift is confidence, emotional intelligence, and a more conscious way to work with identity and emotional needs. shadow: The shadow is ego defense, mood-driven reaction, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and emotional needs cooperate without making either one carry the whole story. Self-direction reads as either steady and integrated, or as internal conflict that undercuts decisiveness. do[0]: Name how identity and emotional needs are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and emotional intelligence into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or emotional needs voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and emotion, instinct, needs, and daily rhythm.","Attention, vitality, visibility, and confidence and emotion, instinct, needs, and daily rhythm may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-moon.json
You,insights/natal-aspects,sun-conjunction-neptune,Natal Sun Conjunction Neptune,"displayTitle: Visible And Inspired summary: Identity merge imagination and longing. This concentrated pattern asks you to use confidence and compassion with awareness. body: Identity merge imagination and longing. This concentrated pattern asks you to use confidence and compassion with awareness. Identity meets imagination and idealism. Heightened sensitivity, imagination, and a pull toward the ideal. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, imagination and longing, and the choices you make when ego defense or confusion starts running the room. gift: The gift is confidence, compassion, and a more conscious way to work with identity and imagination and longing. shadow: The shadow is ego defense, confusion, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and imagination and longing cooperate without making either one carry the whole story. Creative or service-oriented directions; guard against self-deception and being played. do[0]: Name how identity and imagination and longing are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and compassion into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or imagination and longing voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and imagination, longing, vision, sensitivity, and uncertainty.","Attention, vitality, visibility, and confidence and imagination, longing, vision, sensitivity, and uncertainty may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-neptune.json
You,insights/natal-aspects,sun-conjunction-pluto,Natal Sun Conjunction Pluto,"displayTitle: Visible And Intense summary: Identity merge power and transformation. This concentrated pattern asks you to use confidence and depth with awareness. body: Identity merge power and transformation. This concentrated pattern asks you to use confidence and depth with awareness. Identity meets power and intensity. A magnetic, high-voltage presence that others react to immediately. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, power and transformation, and the choices you make when ego defense or control starts running the room. gift: The gift is confidence, depth, and a more conscious way to work with identity and power and transformation. shadow: The shadow is ego defense, control, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and power and transformation cooperate without making either one carry the whole story. Real influence; the intensity tends to polarize people. do[0]: Name how identity and power and transformation are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and depth into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or power and transformation voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and depth, power, pressure, release, and transformation.","Attention, vitality, visibility, and confidence and depth, power, pressure, release, and transformation may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-pluto.json
You,insights/natal-aspects,sun-conjunction-saturn,Natal Sun Conjunction Saturn,"displayTitle: Visible And Steady summary: Identity merge discipline and limits. This concentrated pattern asks you to use confidence and maturity with awareness. body: Identity merge discipline and limits. This concentrated pattern asks you to use confidence and maturity with awareness. Identity meets limit and discipline. The self is built slowly, under weight, and tested against duty and consequence. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, discipline and limits, and the choices you make when ego defense or fear starts running the room. gift: The gift is confidence, maturity, and a more conscious way to work with identity and discipline and limits. shadow: The shadow is ego defense, fear, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and discipline and limits cooperate without making either one carry the whole story. Disciplined and reliable; the risk is self-limiting caution and joyless striving. do[0]: Name how identity and discipline and limits are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and maturity into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or discipline and limits voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and structure, limits, responsibility, time, and consequence.",Scattered effort may become easier to focus into a real responsibility or next step.,It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-saturn.json
You,insights/natal-aspects,sun-conjunction-uranus,Natal Sun Conjunction Uranus,"displayTitle: Visible And Original summary: Identity merge freedom and disruption. This concentrated pattern asks you to use confidence and originality with awareness. body: Identity merge freedom and disruption. This concentrated pattern asks you to use confidence and originality with awareness. Identity meets independence and disruption. The urge to be different and to do things your own way. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through identity, freedom and disruption, and the choices you make when ego defense or instability starts running the room. gift: The gift is confidence, originality, and a more conscious way to work with identity and freedom and disruption. shadow: The shadow is ego defense, instability, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and freedom and disruption cooperate without making either one carry the whole story. Suited to independent or innovative work where you aren't boxed in. do[0]: Name how identity and freedom and disruption are both involved do[1]: Use the easy opening deliberately do[2]: Turn confidence and originality into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Assume what feels natural is automatically balanced dont[2]: Ignore the needs of identity or freedom and disruption voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and change, disruption, freedom, and originality.","Attention, vitality, visibility, and confidence and change, disruption, freedom, and originality may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-uranus.json
You,insights/natal-aspects,sun-conjunction-venus,Natal Sun Conjunction Venus,"displayTitle: Charming Or Approval-Seeking summary: Identity and attraction sit close together. Being liked, valued, and aesthetically aligned may matter more than you admit. body: Sun conjunction Venus describes a person whose self-expression is tied to beauty, affection, taste, and connection. You may naturally look for harmony, style, pleasure, and social warmth, and others may experience you as attractive, graceful, or easy to enjoy. The gift is radiance through relationship and creative presence. The shadow is over-identifying with being liked or softening your truth to preserve approval. The growth is letting charm serve authenticity instead of replacing it. gift: Warmth, grace, creative presence, social ease, and the ability to make identity feel inviting. shadow: Approval-seeking, conflict avoidance, vanity, and confusing being desired with being known. integration: Let beauty express who you are, not cover what you are afraid to say. Real harmony can include a clear preference. do[0]: State what you want before smoothing the room do[1]: Use taste as self-expression do[2]: Let affection be sincere instead of strategic dont[0]: Trade truth for likability dont[1]: Assume rejection means you have lost value dont[2]: Make peace at the cost of self-respect voiceNeutral: true","This aspect creates a fusion between attention, vitality, visibility, and confidence and connection, value, pleasure, attraction, and ease.","Attention, vitality, visibility, and confidence and connection, value, pleasure, attraction, and ease may meet through fusion, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Acting from the intensity before identifying the separate parts.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-conjunction-venus.json
You,insights/natal-aspects,sun-opposition-jupiter,Natal Sun Opposition Jupiter,"displayTitle: Visible Across Expansive summary: Identity mirror growth and belief. This polarized pattern asks you to use confidence and optimism with awareness. body: Identity mirror growth and belief. This polarized pattern asks you to use confidence and optimism with awareness. The same confidence overreaches. Sooner or later the luck gets pushed too far. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through identity, growth and belief, and the choices you make when ego defense or overreach starts running the room. gift: The gift is confidence, optimism, and a more conscious way to work with identity and growth and belief. shadow: The shadow is ego defense, overreach, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and growth and belief cooperate without making either one carry the whole story. Confidence and opportunity, with overextension as the standing risk. do[0]: Name how identity and growth and belief are both involved do[1]: Pause before choosing the most familiar reaction do[2]: Turn confidence and optimism into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Treat tension as proof that something is wrong dont[2]: Ignore the needs of identity or growth and belief voiceNeutral: true","This aspect creates a polarity between attention, vitality, visibility, and confidence and growth, belief, opportunity, and expansion.","Attention, vitality, visibility, and confidence and growth, belief, opportunity, and expansion may meet through polarity, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Turning tension into a standoff instead of a clearer understanding.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-opposition-jupiter.json
You,insights/natal-aspects,sun-opposition-mars,Natal Sun Opposition Mars,"displayTitle: Visible Across Driven summary: Identity mirror drive and anger. This polarized pattern asks you to use confidence and courage with awareness. body: Identity mirror drive and anger. This polarized pattern asks you to use confidence and courage with awareness. Rejected aggression gets projected outward or erupts as a short fuse, often with defiance of authority. The energy has to be learned and channeled rather than cut off. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through identity, drive and anger, and the choices you make when ego defense or reactivity starts running the room. gift: The gift is confidence, courage, and a more conscious way to work with identity and drive and anger. shadow: The shadow is ego defense, reactivity, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and drive and anger cooperate without making either one carry the whole story. Initiative and drive; the cost is friction with authority and a tendency to force things. do[0]: Name how identity and drive and anger are both involved do[1]: Pause before choosing the most familiar reaction do[2]: Turn confidence and courage into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Treat tension as proof that something is wrong dont[2]: Ignore the needs of identity or drive and anger voiceNeutral: true","This aspect creates a polarity between attention, vitality, visibility, and confidence and action, heat, courage, friction, and desire.","Attention, vitality, visibility, and confidence and action, heat, courage, friction, and desire may meet through polarity, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Turning tension into a standoff instead of a clearer understanding.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-opposition-mars.json
You,insights/natal-aspects,sun-opposition-moon,Natal Sun Opposition Moon,"displayTitle: Pulled Between Selves summary: What you want to become and what helps you feel safe may not always point in the same direction. body: Sun opposition Moon describes a life organized around contrast: public identity on one side, private needs on the other. You may feel split between confidence and sensitivity, visibility and retreat, ambition and belonging. Other people can become mirrors for this tension, showing you the part of yourself you are not yet holding directly. The gift is awareness. You can learn to see both sides clearly and make choices that do not require one part of you to exile the other. gift: Strong self-awareness, relational insight, and the ability to understand opposing needs without collapsing them into one answer. shadow: Projection, inner push-pull, relying on others to carry the side of yourself you avoid. integration: Let identity and need negotiate. You do not have to choose between becoming visible and staying emotionally honest. do[0]: Name both needs before choosing do[1]: Watch what other people seem to trigger in you do[2]: Build a life with room for public purpose and private repair dont[0]: Let relationships decide who you are dont[1]: Treat emotional needs as obstacles to purpose dont[2]: Perform certainty when you are divided voiceNeutral: true","This aspect creates a polarity between attention, vitality, visibility, and confidence and emotion, instinct, needs, and daily rhythm.","Attention, vitality, visibility, and confidence and emotion, instinct, needs, and daily rhythm may meet through polarity, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Turning tension into a standoff instead of a clearer understanding.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-opposition-moon.json
You,insights/natal-aspects,sun-opposition-neptune,Natal Sun Opposition Neptune,"displayTitle: Visible Across Inspired summary: Identity mirror imagination and longing. This polarized pattern asks you to use confidence and compassion with awareness. body: Identity mirror imagination and longing. This polarized pattern asks you to use confidence and compassion with awareness. Susceptibility to illusion and escapism, and to the rescuer/rescued dynamic. The self can get foggy. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through identity, imagination and longing, and the choices you make when ego defense or confusion starts running the room. gift: The gift is confidence, compassion, and a more conscious way to work with identity and imagination and longing. shadow: The shadow is ego defense, confusion, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and imagination and longing cooperate without making either one carry the whole story. Creative or service-oriented directions; guard against self-deception and being played. do[0]: Name how identity and imagination and longing are both involved do[1]: Pause before choosing the most familiar reaction do[2]: Turn confidence and compassion into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Treat tension as proof that something is wrong dont[2]: Ignore the needs of identity or imagination and longing voiceNeutral: true","This aspect creates a polarity between attention, vitality, visibility, and confidence and imagination, longing, vision, sensitivity, and uncertainty.","Attention, vitality, visibility, and confidence and imagination, longing, vision, sensitivity, and uncertainty may meet through polarity, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Turning tension into a standoff instead of a clearer understanding.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-opposition-neptune.json
You,insights/natal-aspects,sun-opposition-pluto,Natal Sun Opposition Pluto,"displayTitle: Visible Across Intense summary: Identity mirror power and transformation. This polarized pattern asks you to use confidence and depth with awareness. body: Identity mirror power and transformation. This polarized pattern asks you to use confidence and depth with awareness. Power runs to extremes and relationships tip into control struggles. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through identity, power and transformation, and the choices you make when ego defense or control starts running the room. gift: The gift is confidence, depth, and a more conscious way to work with identity and power and transformation. shadow: The shadow is ego defense, control, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and power and transformation cooperate without making either one carry the whole story. Real influence; the intensity tends to polarize people. do[0]: Name how identity and power and transformation are both involved do[1]: Pause before choosing the most familiar reaction do[2]: Turn confidence and depth into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Treat tension as proof that something is wrong dont[2]: Ignore the needs of identity or power and transformation voiceNeutral: true","This aspect creates a polarity between attention, vitality, visibility, and confidence and depth, power, pressure, release, and transformation.","Attention, vitality, visibility, and confidence and depth, power, pressure, release, and transformation may meet through polarity, making the pattern more noticeable in ordinary choices.",It can help by making the relationship between these two needs more available to conscious use.,Turning tension into a standoff instead of a clearer understanding.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-opposition-pluto.json
You,insights/natal-aspects,sun-opposition-saturn,Natal Sun Opposition Saturn,"displayTitle: Visible Across Steady summary: Identity mirror discipline and limits. This polarized pattern asks you to use confidence and maturity with awareness. body: Identity mirror discipline and limits. This polarized pattern asks you to use confidence and maturity with awareness. A heavy self-concept: difficulty with authority figures, self-doubt, and a chronic sense of falling short. The remedy is steady, useful work. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through identity, discipline and limits, and the choices you make when ego defense or fear starts running the room. gift: The gift is confidence, maturity, and a more conscious way to work with identity and discipline and limits. shadow: The shadow is ego defense, fear, and repeating the same pattern without noticing what it is trying to teach. integration: Let identity and discipline and limits cooperate without making either one carry the whole story. Disciplined and reliable; the risk is self-limiting caution and joyless striving. do[0]: Name how identity and discipline and limits are both involved do[1]: Pause before choosing the most familiar reaction do[2]: Turn confidence and maturity into one concrete choice dont[0]: Let ego defense make the decision dont[1]: Treat tension as proof that something is wrong dont[2]: Ignore the needs of identity or discipline and limits voiceNeutral: true","This aspect creates a polarity between attention, vitality, visibility, and confidence and structure, limits, responsibility, time, and consequence.",Scattered effort may become easier to focus into a real responsibility or next step.,It can help by making the relationship between these two needs more available to conscious use.,Turning tension into a standoff instead of a clearer understanding.,The work is learning when this aspect is offering information and when it is running the pattern for you.,"Describe tendencies, not fixed identity. Keep astrology traceable. Avoid prediction.",packages/astro-knowledge/data/insights/natal-aspects/sun-opposition-saturn.json
