priority,content_key,current_source,reader_audit_scope,status
3,authored/transit-aspect/lilith/mars/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mars/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mars/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mars/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mars/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mercury/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mercury/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mercury/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mercury/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/mercury/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/moon/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/moon/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/moon/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/moon/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/moon/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/neptune/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/neptune/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/neptune/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/neptune/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/neptune/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/north-node/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/pluto/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/pluto/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/pluto/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/pluto/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/pluto/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/saturn/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/saturn/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/saturn/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/saturn/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/saturn/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/sun/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/sun/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/sun/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/sun/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/sun/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/uranus/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/uranus/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/uranus/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/uranus/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/uranus/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/venus/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/venus/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/venus/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/venus/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/lilith/venus/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/mars/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/mars/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/mercury/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/mercury/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/moon/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/moon/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/neptune/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/neptune/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/ascendant/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/ascendant/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/ascendant/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/ascendant/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/ascendant/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/jupiter/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/jupiter/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/jupiter/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/jupiter/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/jupiter/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/lilith/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/lilith/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mars/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mars/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mars/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mars/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mars/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mercury/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mercury/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mercury/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mercury/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/mercury/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/moon/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/moon/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/neptune/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/neptune/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/neptune/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/neptune/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/neptune/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/pluto/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/pluto/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/pluto/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/pluto/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/pluto/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/saturn/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/saturn/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/saturn/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/saturn/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/saturn/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/sun/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/sun/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/uranus/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/uranus/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/uranus/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/uranus/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/uranus/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/venus/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/venus/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/venus/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/venus/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/north-node/venus/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/pluto/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/pluto/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/saturn/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/saturn/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/ascendant/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/ascendant/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/ascendant/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/ascendant/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/ascendant/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/jupiter/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/jupiter/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/jupiter/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/jupiter/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/jupiter/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/lilith/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/lilith/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mars/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mars/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mars/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mars/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mars/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mercury/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mercury/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mercury/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mercury/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/mercury/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/moon/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/moon/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/moon/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/moon/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/moon/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/neptune/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/neptune/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/neptune/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/neptune/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/neptune/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/north-node/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/pluto/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/pluto/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/pluto/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/pluto/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/pluto/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/saturn/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/saturn/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/saturn/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/saturn/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/saturn/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/sun/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/sun/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/sun/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/sun/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/sun/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/uranus/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/uranus/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/uranus/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/uranus/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/uranus/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/venus/conjunction,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/venus/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/venus/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/venus/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/south-node/venus/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/uranus/north-node/sextile,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/uranus/north-node/trine,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/venus/north-node/opposition,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
3,authored/transit-aspect/venus/north-node/square,fallback-template/transit.aspect,true,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/chiron/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/jupiter/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/midheaven/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/midheaven/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/midheaven/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/midheaven/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/midheaven/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/south-node/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
